iter	Logloss
176	0.5193540833
177	0.518779928
178	0.5184539015
179	0.5176798214
180	0.5169260719
181	0.5159749985
182	0.515442328
183	0.5148349242
184	0.5143109668
185	0.5135628093
186	0.5127520561
187	0.5120691386
188	0.5112305554
189	0.5101259405
190	0.5087470141
191	0.50776577
192	0.5069569674
193	0.5064604933
194	0.5057496158
195	0.5050875924
196	0.504087058
197	0.503531456
198	0.5026265058
199	0.5017528534
200	0.5009727912
201	0.5003037886
202	0.4993247119
203	0.4985961047
204	0.497735457
205	0.4969833547
206	0.4964690642
207	0.4959007176
208	0.4952296777
209	0.4943688566
210	0.4937101711
211	0.4927919995
212	0.4919612624
213	0.4914047935
214	0.490848628
215	0.4900802699
216	0.489529523
217	0.4885817008
218	0.4880899083
219	0.4872415716
220	0.4860563278
221	0.4853962118
222	0.4847719019
223	0.4842884757
224	0.4832284234
225	0.4823595394
226	0.4817242189
227	0.4810837399
228	0.4802995162
229	0.4796100096
230	0.4789999182
231	0.4785436283
232	0.4776880958
233	0.4769151428
234	0.4761722738
235	0.4759660201
236	0.475036361
237	0.4740866314
238	0.4734003761
239	0.4725892327
240	0.4714192477
241	0.4707221118
242	0.4700601318
243	0.4693882249
244	0.468723037
245	0.4684482054
246	0.4679483934
247	0.4676733017
248	0.4672529914
249	0.4664349122
250	0.4656797322
251	0.464883024
252	0.4643108628
253	0.4634821632
254	0.4628237378
255	0.4622169408
256	0.4617661563
257	0.4611538974
258	0.4606706879
259	0.4598773176
260	0.4590575912
261	0.4585090117
262	0.4580452659
263	0.4570520574
264	0.4565875747
265	0.4560468414
266	0.4553319758
267	0.4545832114
268	0.4537204396
269	0.4528786919
270	0.4524249164
271	0.4518396204
272	0.4512830214
273	0.4506319219
274	0.4503904689
275	0.4498356906
276	0.4493148977
277	0.4488762075
278	0.4484506954
279	0.4475420172
280	0.4468411099
281	0.446308136
282	0.4456983046
283	0.4449903315
284	0.4443922043
285	0.4436628602
286	0.4429179105
287	0.4424077814
288	0.4418239594
289	0.4411789287
290	0.4408900521
291	0.4400041754
292	0.4394053979
293	0.4385476546
294	0.4379755367
295	0.4375387539
296	0.4370622635
297	0.4365099994
298	0.4358500134
299	0.4354549321
300	0.4347446615
301	0.4340882735
302	0.4335701682
303	0.4329450347
304	0.4323909933
305	0.4317319176
306	0.4310674667
307	0.4303746657
308	0.430301753
309	0.4294509021
310	0.4287002737
311	0.427941279
312	0.4273400307
313	0.4266704213
314	0.4258546829
315	0.4254237088
316	0.4246960987
317	0.423831983
318	0.422997518
319	0.4221530828
320	0.4213366075
321	0.4206151529
322	0.4202040326
323	0.4197183956
324	0.4192348827
325	0.4189415412
326	0.4181968516
327	0.4178939299
328	0.4174007936
329	0.4168464487
330	0.4164922021
331	0.4161484458
332	0.4155810096
333	0.4148769379
334	0.4144859314
335	0.4137687683
336	0.4131625782
337	0.4128928618
338	0.4121484756
339	0.411538731
340	0.4109067917
341	0.410545956
342	0.4100514325
343	0.4093756242
344	0.4086815661
345	0.4080043706
346	0.407562776
347	0.4071716395
348	0.4063709432
349	0.4057651
350	0.4052091945
351	0.4045680653
352	0.4040928754
353	0.4033558585
354	0.4029820616
355	0.4026189284
356	0.4021606879
357	0.4016613527
358	0.4010793946
359	0.400477236
360	0.3998577812
361	0.3991214145
362	0.3983377977
363	0.3977869207
364	0.3971665989
365	0.396788337
366	0.3964101618
367	0.3960245306
368	0.3955446157
369	0.3950410756
370	0.3943370906
371	0.3936178034
372	0.3929297274
373	0.392411232
374	0.3917253234
375	0.3909915577
376	0.3905846422
377	0.3902179111
378	0.3894016092
379	0.3888922605
380	0.3885379705
381	0.3878418316
382	0.3876278617
383	0.386850097
384	0.3861120831
385	0.3856095401
386	0.3850754825
387	0.3847214092
388	0.3841072863
389	0.38381932
390	0.3833581751
391	0.3828604005
392	0.3820559762
393	0.3816901554
394	0.3812629093
395	0.3809056716
396	0.3801447261
397	0.3794425618
398	0.3788293925
399	0.3783487407
400	0.3778068369
401	0.3776159286
402	0.3768159693
403	0.3761621822
404	0.3756353205
405	0.3752527237
406	0.3747179291
407	0.3741923679
408	0.3735489412
409	0.3729427511
410	0.3722872301
411	0.3718363589
412	0.3714283163
413	0.3710426417
414	0.3705636371
415	0.3703445088
416	0.3699408011
417	0.3694261638
418	0.3687150262
419	0.3682665825
420	0.3677335219
421	0.3674207601
422	0.3671849858
423	0.3668558381
424	0.3664293289
425	0.3658064929
426	0.3653190786
427	0.3649902777
428	0.3645570928
429	0.3640822064
430	0.3634880673
431	0.3628944267
432	0.362477671
433	0.3617843281
434	0.3612843427
435	0.3609580127
436	0.3603717197
437	0.3598496697
438	0.3593334935
439	0.3589316715
440	0.3584587141
441	0.3579862985
442	0.3579060164
443	0.3573661284
444	0.3569249673
445	0.3564740961
446	0.3559131622
447	0.3555085442
448	0.3550226472
449	0.3545353196
450	0.3541626063
451	0.3537035855
452	0.3533337766
453	0.3527851755
454	0.3524556593
455	0.3517178405
456	0.3512236855
457	0.3506331661
458	0.350431659
459	0.3500097448
460	0.3494430455
461	0.34900817
462	0.3484036489
463	0.3480882861
464	0.347410072
465	0.3470775864
466	0.3469038877
467	0.3466359052
468	0.3462540453
469	0.3456876495
470	0.3452678594
471	0.3444743373
472	0.3438103416
473	0.3433175087
474	0.342676141
475	0.3423152187
476	0.3417577527
477	0.3412375884
478	0.3407228643
479	0.3404465589
480	0.3400681669
481	0.3397272283
482	0.3390909325
483	0.3387341499
484	0.3383635608
485	0.3378648975
486	0.3374605396
487	0.3369292996
488	0.336680434
489	0.33635224
490	0.3360985409
491	0.3355679512
492	0.3350900303
493	0.3347373442
494	0.334224831
495	0.3338290561
496	0.3333731131
497	0.3328246203
498	0.3324604034
499	0.3320327672
500	0.3317162774
501	0.3314797445
502	0.3309546384
503	0.3303933577
504	0.3300275369
505	0.329738877
506	0.3294002143
507	0.3291089318
508	0.3286390955
509	0.3280005889
510	0.3276486614
511	0.3272185542
512	0.3268686641
513	0.3265192292
514	0.3261116201
515	0.3258387392
516	0.3255972862
517	0.3251467618
518	0.3248852383
519	0.3245363452
520	0.3240802071
521	0.3236235489
522	0.3232991912
523	0.3227972768
524	0.3223821467
525	0.3220560334
526	0.3214512088
527	0.3209717707
528	0.3206441619
529	0.3203574961
530	0.3198471936
531	0.3194854476
532	0.3190580932
533	0.3186925975
534	0.3182510029
535	0.3178733912
536	0.3175304586
537	0.3171220909
538	0.3166088191
539	0.3162027056
540	0.3157685236
541	0.315691211
542	0.3153094812
543	0.3149418614
544	0.3144149997
545	0.3139592951
546	0.3136199604
547	0.3131077073
548	0.3129393404
549	0.3125580441
550	0.3122878508
551	0.3119811795
552	0.3116013787
553	0.3111508109
554	0.3107742396
555	0.3103454113
556	0.3100462177
557	0.309505441
558	0.3093113032
559	0.3091841178
560	0.3087404641
561	0.3083989403
562	0.3080396219
563	0.3074506196
564	0.3070341457
565	0.3066011776
566	0.3063416915
567	0.3060969873
568	0.3058209419
569	0.3055784919
570	0.3053803661
571	0.3050796335
572	0.3049441468
573	0.304675449
574	0.3044049957
575	0.3039557284
576	0.3035902544
577	0.3032239567
578	0.3028629043
579	0.3024900176
580	0.3020938093
581	0.3016670834
582	0.3013575077
583	0.3009715947
584	0.3006802472
585	0.3002747622
586	0.2997953675
587	0.2995727712
588	0.2991659858
589	0.2987143343
590	0.2983560996
591	0.297772906
592	0.297323487
593	0.2970314893
594	0.2967329459
595	0.2965219671
596	0.2963550524
597	0.2961895683
598	0.2958944928
599	0.2955363447
600	0.2951224934
601	0.2946463932
602	0.2941712466
603	0.2938027815
604	0.2933955626
605	0.2931867079
606	0.2929111828
607	0.2925352833
608	0.2922916846
609	0.291898619
610	0.2917725173
611	0.2914153446
612	0.291142507
613	0.2908288999
614	0.2904558832
615	0.2901794694
616	0.289759896
617	0.2894087055
618	0.2890813134
619	0.2886673971
620	0.2883773067
621	0.2880649133
622	0.2875962257
623	0.287549344
624	0.287256566
625	0.2868673151
626	0.286618883
627	0.2863745256
628	0.2863422957
629	0.285998171
630	0.2856114994
631	0.2852245244
632	0.2849060839
633	0.2843706608
634	0.2841305949
635	0.2839283943
636	0.2833560163
637	0.2828657844
638	0.2826372927
639	0.2822496024
640	0.2821501385
641	0.2818101103
642	0.2815088792
643	0.2810464122
644	0.2805559852
645	0.2801173817
646	0.2798174078
647	0.2794499397
648	0.2791879177
649	0.2787431153
650	0.2783399929
651	0.2779574394
652	0.2777143825
653	0.2772817395
654	0.2770335458
655	0.2767316211
656	0.2763708071
657	0.2761683464
658	0.2759713693
659	0.2755608125
660	0.2753909718
661	0.275128668
662	0.2747339986
663	0.2743618272
664	0.2741632462
665	0.2738997936
666	0.2736600096
667	0.27333964
668	0.2730235837
669	0.272744699
670	0.2722682953
671	0.271793062
672	0.2713957266
673	0.2712514617
674	0.2710242705
675	0.2708005472
676	0.2704164115
677	0.2700237144
678	0.2697729631
679	0.2694249803
680	0.2691601406
681	0.2689084356
682	0.268760161
683	0.2684849826
684	0.2682357051
685	0.2680019465
686	0.2677557468
687	0.2674791163
688	0.2671542601
689	0.2668615688
690	0.2665837461
691	0.2662736286
692	0.2659032995
693	0.2655443712
694	0.265306191
695	0.2649849111
696	0.2647329677
697	0.2643709183
698	0.2642006441
699	0.2639752518
700	0.2637745467
701	0.263420235
702	0.2631504752
703	0.2628276998
704	0.262449698
705	0.2622752623
706	0.2619623054
707	0.2616897063
708	0.2612967491
709	0.2610079809
710	0.2607656609
711	0.2605398135
712	0.2603135542
713	0.2600665092
714	0.2597472017
715	0.2595337738
716	0.2591023445
717	0.2589240724
718	0.2586535974
719	0.258395065
720	0.2582000819
721	0.2579242533
722	0.2577393488
723	0.2573731379
724	0.2570238547
725	0.2567012093
726	0.2564613169
727	0.256241625
728	0.2559647994
729	0.2557122491
730	0.2554979324
731	0.255254442
732	0.255100597
733	0.2548069737
734	0.2544360161
735	0.2543106946
736	0.2540551966
737	0.2536098524
738	0.2533486973
739	0.2530321208
740	0.2528265823
741	0.2524974129
742	0.2523139607
743	0.2519572431
744	0.2516019128
745	0.2512919036
746	0.2509496429
747	0.2505204027
748	0.2502440106
749	0.2499677051
750	0.2496879318
751	0.2493669553
752	0.249140306
753	0.249002565
754	0.2488707196
755	0.248570789
756	0.2482802218
757	0.247943488
758	0.2477776354
759	0.2474144372
760	0.2472356449
761	0.2469056736
762	0.2466682087
763	0.2464485819
764	0.2461025932
765	0.245837255
766	0.2455633337
767	0.2453281663
768	0.2449991053
769	0.2448176687
770	0.2445083965
771	0.244321433
772	0.2440648946
773	0.2437364405
774	0.2433586337
775	0.2430852543
776	0.2429237799
777	0.2426294847
778	0.2425013239
779	0.2422327128
780	0.242218256
781	0.2420460528
782	0.2417733886
783	0.2415630601
784	0.241193728
785	0.2408665744
786	0.2407484271
787	0.2407266443
788	0.2404939478
789	0.2401861711
790	0.2399116429
791	0.2397771315
792	0.2393694357
793	0.2392731146
794	0.2390945608
795	0.2387172959
796	0.2384432879
797	0.2381571856
798	0.2377613458
799	0.2375189608
800	0.2371818369
801	0.2368691184
802	0.236697392
803	0.2364177487
804	0.2361923998
805	0.2359447696
806	0.2357600819
807	0.2355204712
808	0.2352768508
809	0.2350580259
810	0.2348041751
811	0.2346583713
812	0.2345915274
813	0.2342172969
814	0.2339926199
815	0.2337888371
816	0.2333772182
817	0.2331157598
818	0.2329047376
819	0.2325319377
820	0.2323075208
821	0.2320262302
822	0.2317300493
823	0.2316076539
824	0.2312680374
825	0.2312056802
826	0.2309888926
827	0.2307547222
828	0.2305897799
829	0.2302508788
830	0.2298508991
831	0.2297643965
832	0.2295789935
833	0.2294485136
834	0.2291788838
835	0.2290572253
836	0.2287966555
837	0.2284686349
838	0.228275234
839	0.2280220552
840	0.2278192694
841	0.2275918831
842	0.2274203084
843	0.227228945
844	0.2269954898
845	0.226748163
846	0.2265049328
847	0.2263512178
848	0.2261580771
849	0.2258665128
850	0.225585569
851	0.2253740051
852	0.2251639149
853	0.2249307199
854	0.2246444442
855	0.2244065458
856	0.2240952362
857	0.2239610282
858	0.2236807346
859	0.22349065
860	0.2232100313
861	0.2230230245
862	0.2228405259
863	0.2226982767
864	0.2223540219
865	0.2221805833
866	0.2219718153
867	0.2216124101
868	0.2213895538
869	0.2210145864
870	0.2207539298
871	0.2205397866
872	0.2202073011
873	0.2200805707
874	0.2198593833
875	0.2195580222
876	0.2193184116
877	0.2190294916
878	0.2188608646
879	0.2187141939
880	0.2185139873
881	0.2183271105
882	0.2181352269
883	0.2178794687
884	0.2178051255
885	0.2175708034
886	0.2173893235
887	0.2172641321
888	0.2170399753
889	0.2168087526
890	0.2165667577
891	0.2164027257
892	0.2162088047
893	0.216098677
894	0.2159444636
895	0.2157571966
896	0.2154883905
897	0.215194312
898	0.2149740566
899	0.2147537578
900	0.2145469839
901	0.2142995921
902	0.2140992338
903	0.2138332454
904	0.2135309523
905	0.2134100524
906	0.2131285667
907	0.2128698392
908	0.2126972459
909	0.2125451998
910	0.2122383118
911	0.2120062221
912	0.2117927941
913	0.2116583477
914	0.211452094
915	0.2112698122
916	0.2111154036
917	0.2108946714
918	0.2106761499
919	0.2104367343
920	0.2101236257
921	0.2098383037
922	0.2096196305
923	0.2093662782
924	0.2091418396
925	0.2088606141
926	0.2086608193
927	0.2084403905
928	0.2081767862
929	0.2078975547
930	0.2076347958
931	0.2074311863
932	0.2071406625
933	0.2068463889
934	0.2065962878
935	0.2064030821
936	0.2061385241
937	0.2059853727
938	0.2057192109
939	0.2055331577
940	0.2052949559
941	0.2051304037
942	0.2048193108
943	0.2045865926
944	0.2043048469
945	0.2041296525
946	0.2039590315
947	0.2037589117
948	0.2036329183
949	0.2033540552
950	0.2030994675
951	0.2028884021
952	0.2027812004
953	0.2026432211
954	0.202465014
955	0.2022657394
956	0.2021127614
957	0.2019566839
958	0.2016821775
959	0.2014670372
960	0.2011907317
961	0.2010270466
962	0.2008990374
963	0.2007705732
964	0.2005319595
965	0.2003418532
966	0.2001569271
967	0.1998761784
968	0.1997299411
969	0.199516123
970	0.1993024783
971	0.1990960728
972	0.1989264488
973	0.1987525116
974	0.1985398856
975	0.1983800801
976	0.1983157938
977	0.1981332952
978	0.1979364482
979	0.1977066777
980	0.1974559697
981	0.1972782395
982	0.1970050985
983	0.1967497956
984	0.1966202476
985	0.1963867924
986	0.1963032809
987	0.1961471818
988	0.1959096735
989	0.195756327
990	0.195487716
991	0.1953071247
992	0.1950890368
993	0.194853826
994	0.1946482658
995	0.1944401914
996	0.1942297329
997	0.1940277923
998	0.1938471794
999	0.193716331
